,Year,Manufacturer,Model,barrels08,charge240,cityA08U,cityCD,cityE,cityUF,co2A,combA08U,combE,combinedCD,combinedUF,cylinders,feScore,fuelCostA08,fuelType2,ghgScoreA,highwayA08U,highwayCD,highwayE,highwayUF,id,phevBlended,charge240b
184,2022,Volvo,S60 T8 AWD Recharge,5.101057673,3.0,74.0,0.0,46.0,0.0,-1.0,73.0,47.0,0.0,0.0,4.0,8,0.0,Electricity,-1,71.0,0.0,48.0,0.0,44266,True,0.0
185,2022,BMW,330e Sedan,5.373019947,3.0,71.0,0.0,47.0,0.0,-1.0,75.0,45.0,0.0,0.0,4.0,8,0.0,Electricity,-1,79.0,0.0,42.0,0.0,45116,True,0.0
186,2022,BMW,530e xDrive Sedan,6.855467968,3.0,58.0,0.0,56.0,0.0,-1.0,62.0,53.0,0.0,0.0,4.0,7,0.0,Electricity,-1,67.0,0.0,50.0,0.0,45118,True,0.0
187,2023,BMW,530e xDrive Sedan,6.855467968,3.0,58.0,0.0,56.0,0.0,-1.0,62.0,53.0,0.0,0.0,4.0,6,0.0,Electricity,-1,67.0,0.0,50.0,0.0,46247,True,0.0
188,2014,Ford,Fusion Energi Plug-in Hybrid,4.352996461,2.0,94.0,0.0,34.0,0.0,-1.0,87.0,37.0,0.0,0.0,4.0,10,0.0,Electricity,-1,81.0,0.0,42.0,0.0,34089,True,0.0
189,2014,Toyota,Prius Plug-in Hybrid,4.25080842,1.0,90.0,0.0,26.0,0.0,-1.0,95.0,29.0,0.0,0.0,4.0,10,0.0,Electricity,-1,102.0,0.0,33.0,0.0,34516,True,0.0
190,2015,Ford,C-MAX Energi Plug-in Hybrid,4.352996461,2.0,94.0,0.0,34.0,0.0,-1.0,87.0,37.0,0.0,0.0,4.0,10,0.0,Electricity,-1,81.0,0.0,42.0,0.0,35765,True,0.0
191,2016,Hyundai,Sonata Plug-in Hybrid,3.405014731,2.0,99.0,0.0,34.0,0.0,-1.0,99.0,34.0,0.0,0.0,4.0,10,0.0,Electricity,-1,97.0,0.0,34.0,0.0,36998,True,0.0
192,2017,Hyundai,Sonata Plug-in Hybrid,3.44568461,2.0,99.0,0.0,34.0,0.0,-1.0,98.0,34.0,0.0,0.0,4.0,10,0.0,Electricity,-1,97.0,0.0,34.0,0.0,38046,True,0.0
193,2017,BMW,330e,6.331330965,2.0,66.0,0.0,51.0,0.0,-1.0,70.0,47.0,0.0,0.0,4.0,9,0.0,Electricity,-1,77.0,0.0,43.0,0.0,38081,True,0.0
194,2017,Audi,A3 e-tron,5.305505545,2.0,80.0,0.0,42.0,0.0,-1.0,83.0,41.0,0.0,0.0,4.0,10,0.0,Electricity,-1,86.0,0.0,39.0,0.0,38228,True,0.0
195,2018,BMW,530e,6.397569699,2.0,69.0,0.0,47.0,0.0,-1.0,72.0,46.0,0.0,0.0,4.0,8,0.0,Electricity,-1,75.0,0.0,45.0,0.0,38754,True,0.0
196,2018,Volvo,S90 AWD PHEV,5.48840372,3.0,73.0,0.0,46.0,0.0,-1.0,74.0,45.0,0.0,0.0,4.0,9,0.0,Electricity,-1,75.0,0.0,43.0,0.0,39381,True,0.0
197,2018,Ford,Fusion Energi Plug-in Hybrid,3.736234165,2.0,102.0,0.0,33.0,0.0,-1.0,96.0,35.0,0.0,0.0,4.0,10,0.0,Electricity,-1,90.0,0.0,37.0,0.0,39408,True,0.0
198,2018,Audi,A3 e-tron,5.042632126,2.0,80.0,0.0,42.0,0.0,-1.0,83.0,41.0,0.0,0.0,4.0,10,0.0,Electricity,-1,86.0,0.0,39.0,0.0,39589,True,0.0
199,2019,Kia,Optima Plug-in Hybrid,3.224983201,2.0,102.0,0.0,33.0,0.0,-1.0,103.0,33.0,0.0,0.0,4.0,10,0.0,Electricity,-1,104.0,0.0,32.0,0.0,40811,True,0.0
200,2019,Honda,Clarity Plug-in Hybrid,1.971654758,2.0,117.0,0.0,29.0,0.0,-1.0,109.0,31.0,0.0,0.0,4.0,10,0.0,Electricity,-1,102.0,0.0,33.0,0.0,41183,True,0.0
201,2020,Toyota,Prius Prime,2.629784508,2.0,145.0,0.0,23.0,0.0,-1.0,133.0,25.0,0.0,0.0,4.0,10,0.0,Electricity,-1,121.0,0.0,28.0,0.0,41489,True,0.0
202,2020,Ford,Fusion Energi Plug-in Hybrid,3.334899543,2.0,108.0,0.0,31.0,0.0,-1.0,103.0,33.0,0.0,0.0,4.0,10,0.0,Electricity,-1,97.0,0.0,35.0,0.0,41899,True,0.0
203,2020,Volvo,V60 AWD PHEV,5.101057673,3.0,74.0,0.0,46.0,0.0,-1.0,73.0,47.0,0.0,0.0,4.0,9,0.0,Electricity,-1,71.0,0.0,48.0,0.0,41946,True,0.0
204,2020,Hyundai,Ioniq Plug-in Hybrid,2.466292773,2.0,123.0,0.0,27.0,0.0,-1.0,118.0,28.0,0.0,0.0,4.0,10,0.0,Electricity,-1,113.0,0.0,30.0,0.0,42290,True,0.0
205,2021,Volvo,V60 AWD PHEV,5.101057673,3.0,74.0,0.0,46.0,0.0,-1.0,73.0,47.0,0.0,0.0,4.0,8,0.0,Electricity,-1,71.0,0.0,48.0,0.0,42985,True,0.0
206,2021,Kia,Niro Plug-in Hybrid,3.016750266,2.0,109.0,0.0,30.0,0.0,-1.0,104.0,32.0,0.0,0.0,4.0,10,0.0,Electricity,-1,99.0,0.0,34.0,0.0,43686,True,0.0
207,2021,BMW,530e xDrive,6.855467968,3.0,58.0,0.0,56.0,0.0,-1.0,62.0,53.0,0.0,0.0,4.0,7,0.0,Electricity,-1,67.0,0.0,50.0,0.0,43739,True,0.0
208,2022,Toyota,Prius Prime,2.629784508,2.0,145.0,0.0,23.0,0.0,-1.0,133.0,25.0,0.0,0.0,4.0,10,0.0,Electricity,-1,121.0,0.0,28.0,0.0,44362,True,0.0
209,2022,Volvo,S60 T8 AWD Recharge ext. Range,3.105868678,5.0,77.0,0.0,44.0,0.0,-1.0,77.0,44.0,0.0,0.0,4.0,9,0.0,Electricity,-1,77.0,0.0,44.0,0.0,45197,True,0.0
210,2023,Bentley,Flying Spur Hybrid,8.391211325,3.0,43.0,0.0,79.0,0.0,-1.0,45.0,74.0,0.0,0.0,6.0,5,0.0,Electricity,-1,49.0,0.0,68.0,0.0,46245,True,0.0
211,2023,BMW,530e Sedan,6.076759944,3.0,58.0,0.0,50.0,0.0,-1.0,64.0,49.0,0.0,0.0,4.0,7,0.0,Electricity,-1,72.0,0.0,48.0,0.0,46246,True,0.0
212,2013,Toyota,Prius Plug-in Hybrid,4.25080842,1.0,90.0,0.0,26.0,0.0,-1.0,95.0,29.0,0.0,0.0,4.0,10,0.0,Electricity,-1,102.0,0.0,33.0,0.0,33335,True,0.0
213,2014,Honda,Accord Plug-in Hybrid,4.3288137,0.0,124.0,0.0,27.0,0.0,-1.0,114.0,29.0,0.0,0.0,4.0,10,0.0,Electricity,-1,105.0,0.0,32.0,0.0,33557,True,0.0
214,2015,Ford,Fusion Energi Plug-in Hybrid,4.352996461,2.0,94.0,0.0,34.0,0.0,-1.0,87.0,37.0,0.0,0.0,4.0,10,0.0,Electricity,-1,81.0,0.0,42.0,0.0,35277,True,0.0
215,2015,Toyota,Prius Plug-in Hybrid,4.25080842,1.0,90.0,0.0,26.0,0.0,-1.0,95.0,29.0,0.0,0.0,4.0,10,0.0,Electricity,-1,102.0,0.0,33.0,0.0,35598,True,0.0
216,2016,Chevrolet,Volt,1.739975182,4.0,113.0,0.0,29.0,0.0,-1.0,106.0,31.0,0.0,0.0,4.0,10,650.0,Electricity,-1,99.0,0.0,34.0,0.0,36863,False,0.0
217,2016,Audi,A3 e-tron ultra,4.56964808,2.0,86.0,0.0,39.0,0.0,-1.0,86.0,38.0,0.0,0.0,4.0,10,0.0,Electricity,-1,86.0,0.0,38.0,0.0,37130,True,0.0
218,2016,BMW,330e,5.212071216,2.0,66.0,0.0,50.0,0.0,-1.0,71.0,47.0,0.0,0.0,4.0,9,0.0,Electricity,-1,78.0,0.0,43.0,0.0,37289,True,0.0
219,2012,Chevrolet,Volt,2.977029546,4.0,94.0,0.0,36.0,0.0,-1.0,93.0,36.0,0.0,0.0,4.0,-1,750.0,Electricity,-1,92.0,0.0,37.0,0.0,31618,False,0.0
220,2016,Audi,A3 e-tron,5.244093852,2.0,80.0,0.0,42.0,0.0,-1.0,83.0,40.0,0.0,0.0,4.0,9,0.0,Electricity,-1,86.0,0.0,39.0,0.0,37129,True,0.0
221,2018,BMW,530e xDrive,6.55812473,2.0,66.0,0.0,48.0,0.0,-1.0,67.0,49.0,0.0,0.0,4.0,8,0.0,Electricity,-1,68.0,0.0,50.0,0.0,38755,True,0.0
222,2018,MINI,Cooper SE Countryman All4,7.364008866,2.0,63.0,0.0,51.0,0.0,-1.0,64.0,51.0,0.0,0.0,3.0,8,0.0,Electricity,-1,66.0,0.0,51.0,0.0,38863,True,0.0
223,2018,Hyundai,Ioniq Plug-in Hybrid,2.466292773,2.0,123.0,0.0,27.0,0.0,-1.0,118.0,28.0,0.0,0.0,4.0,10,0.0,Electricity,-1,113.0,0.0,30.0,0.0,39768,True,0.0
224,2019,BMW,530e xDrive,6.55812473,2.0,66.0,0.0,48.0,0.0,-1.0,67.0,49.0,0.0,0.0,4.0,8,0.0,Electricity,-1,68.0,0.0,50.0,0.0,40557,True,0.0
225,2019,Hyundai,Ioniq Plug-in Hybrid,2.466292773,2.0,123.0,0.0,27.0,0.0,-1.0,118.0,28.0,0.0,0.0,4.0,10,0.0,Electricity,-1,113.0,0.0,30.0,0.0,40810,True,0.0
226,2019,Volvo,S60 AWD PHEV,5.029991803,3.0,78.0,0.0,43.0,0.0,-1.0,78.0,43.0,0.0,0.0,4.0,9,0.0,Electricity,-1,77.0,0.0,44.0,0.0,41255,True,0.0
227,2020,Kia,Optima Plug-in Hybrid,3.172142476,2.0,103.0,0.0,33.0,0.0,-1.0,101.0,33.0,0.0,0.0,4.0,10,0.0,Electricity,-1,99.0,0.0,34.0,0.0,41529,True,0.0
228,2020,Ford,Fusion Special Service PHEV,3.343692156,2.0,106.0,0.0,31.0,0.0,-1.0,101.0,33.0,0.0,0.0,4.0,10,0.0,Electricity,-1,96.0,0.0,34.0,0.0,41900,True,0.0
229,2021,BMW,330e,5.373019947,3.0,71.0,0.0,47.0,0.0,-1.0,75.0,45.0,0.0,0.0,4.0,8,0.0,Electricity,-1,79.0,0.0,42.0,0.0,42569,True,0.0
230,2021,Audi,A7 quattro,4.63556988,2.0,64.0,0.0,49.0,0.0,-1.0,68.0,46.0,0.0,0.0,4.0,9,0.0,Electricity,-1,74.0,0.0,43.0,0.0,43213,True,0.0
231,2022,BMW,330e xDrive Sedan,6.50165907,3.0,64.0,0.0,54.0,0.0,-1.0,66.0,51.0,0.0,0.0,4.0,7,0.0,Electricity,-1,70.0,0.0,47.0,0.0,45146,True,0.0
232,2022,Volvo,S90 T8 AWD Recharge ext. Range,3.536738031,5.0,69.0,0.0,49.0,0.0,-1.0,69.0,48.0,0.0,0.0,4.0,9,0.0,Electricity,-1,70.0,0.0,48.0,0.0,45198,True,0.0
233,2017,Ford,Fusion Energi Plug-in Hybrid,3.726557984,2.0,103.0,0.0,33.0,0.0,-1.0,97.0,35.0,0.0,0.0,4.0,10,0.0,Electricity,-1,90.0,0.0,37.0,0.0,37470,True,0.0
234,2017,Toyota,Prius Prime,2.629784508,2.0,145.0,0.0,23.0,0.0,-1.0,133.0,25.0,0.0,0.0,4.0,10,0.0,Electricity,-1,121.0,0.0,28.0,0.0,38531,True,0.0
235,2017,Mercedes-Benz,C350e,7.066372859,1.0,45.0,0.0,57.0,0.0,-1.0,51.0,56.0,0.0,0.0,4.0,8,0.0,Electricity,-1,61.0,0.0,55.0,0.0,38969,True,0.0
236,2018,BMW,330e,6.331330965,2.0,66.0,0.0,51.0,0.0,-1.0,70.0,47.0,0.0,0.0,4.0,9,0.0,Electricity,-1,77.0,0.0,43.0,0.0,39407,True,0.0
237,2018,Cadillac,CT6 Plug-In,4.925934656,4.0,56.0,0.0,59.0,0.0,-1.0,61.0,54.0,0.0,0.0,4.0,9,0.0,Electricity,-1,70.0,0.0,48.0,0.0,39767,True,0.0
238,2018,Honda,Clarity Plug-in Hybrid,1.971654758,2.0,117.0,0.0,29.0,0.0,-1.0,109.0,31.0,0.0,0.0,4.0,10,0.0,Electricity,-1,102.0,0.0,33.0,0.0,39782,True,0.0
239,2018,Mercedes-Benz,C350e,7.066372859,1.0,45.0,0.0,57.0,0.0,-1.0,51.0,56.0,0.0,0.0,4.0,8,0.0,Electricity,-1,61.0,0.0,55.0,0.0,39853,True,0.0
240,2018,Hyundai,Sonata Plug-in Hybrid,3.367685583,2.0,98.0,0.0,34.0,0.0,-1.0,99.0,34.0,0.0,0.0,4.0,10,0.0,Electricity,-1,99.0,0.0,34.0,0.0,40066,True,0.0
241,2019,MINI,Cooper SE Countryman All4,7.364008866,3.0,63.0,0.0,51.0,0.0,-1.0,64.0,51.0,0.0,0.0,3.0,8,0.0,Electricity,-1,66.0,0.0,51.0,0.0,40157,True,0.0
242,2019,Ford,Fusion Special Service Vehicle PHEV,3.343692156,2.0,106.0,0.0,31.0,0.0,-1.0,101.0,33.0,0.0,0.0,4.0,10,0.0,Electricity,-1,96.0,0.0,34.0,0.0,41226,True,0.0
243,2020,BMW,530e,5.787240025,3.0,65.0,0.0,48.0,0.0,-1.0,69.0,47.0,0.0,0.0,4.0,8,0.0,Electricity,-1,74.0,0.0,45.0,0.0,42108,True,0.0
244,2020,BMW,530e xDrive,6.669878286,3.0,62.0,0.0,54.0,0.0,-1.0,64.0,52.0,0.0,0.0,4.0,8,0.0,Electricity,-1,68.0,0.0,49.0,0.0,42109,True,0.0
245,2022,MINI,Cooper SE Countryman All4,5.839945153,2.0,73.0,0.0,45.0,0.0,-1.0,72.0,46.0,0.0,0.0,3.0,8,0.0,Electricity,-1,71.0,0.0,47.0,0.0,43965,True,0.0
246,2022,Hyundai,Ioniq Plug-in Hybrid,2.494817319,2.0,123.0,0.0,28.0,0.0,-1.0,119.0,28.0,0.0,0.0,4.0,10,0.0,Electricity,-1,115.0,0.0,28.0,0.0,44160,True,0.0
247,2022,Kia,Niro Plug-in Hybrid,3.016750266,2.0,109.0,0.0,30.0,0.0,-1.0,104.0,32.0,0.0,0.0,4.0,10,0.0,Electricity,-1,99.0,0.0,34.0,0.0,44211,True,0.0
248,2022,Volvo,S90 T8 AWD Recharge,5.407587439,3.0,65.0,0.0,53.0,0.0,-1.0,66.0,51.0,0.0,0.0,4.0,8,0.0,Electricity,-1,67.0,0.0,50.0,0.0,44267,True,0.0
249,2023,Volvo,S90 T8 AWD Recharge ext. Range,3.448531987,5.0,69.0,0.0,49.0,0.0,-1.0,69.0,48.0,0.0,0.0,4.0,8,0.0,Electricity,-1,70.0,0.0,48.0,0.0,46261,True,0.0
250,2023,Volvo,V60 T8 AWD Recharge ext. Range,3.105868678,5.0,77.0,0.0,44.0,0.0,-1.0,77.0,44.0,0.0,0.0,4.0,9,0.0,Electricity,-1,77.0,0.0,44.0,0.0,46262,True,0.0
251,2012,Toyota,Prius Plug-in Hybrid,4.257634189,1.0,90.0,0.0,26.0,0.0,-1.0,95.0,29.0,0.0,0.0,4.0,-1,0.0,Electricity,-1,102.0,0.0,33.0,0.0,32484,True,0.0
252,2013,Ford,C-MAX Energi Plug-in Hybrid,4.352996461,2.0,94.0,0.0,34.0,0.0,-1.0,87.0,37.0,0.0,0.0,4.0,10,0.0,Electricity,-1,81.0,0.0,42.0,0.0,33336,True,0.0
253,2013,Ford,Fusion Energi Plug-in Hybrid,4.352996461,2.0,94.0,0.0,34.0,0.0,-1.0,87.0,37.0,0.0,0.0,4.0,10,0.0,Electricity,-1,81.0,0.0,42.0,0.0,33398,True,0.0
254,2014,Chevrolet,Volt,2.722388711,4.0,101.0,0.0,33.0,0.0,-1.0,97.0,35.0,0.0,0.0,4.0,10,750.0,Electricity,-1,93.0,0.0,36.0,0.0,33900,False,0.0
255,2014,Ford,C-MAX Energi Plug-in Hybrid,4.352996461,2.0,94.0,0.0,34.0,0.0,-1.0,87.0,37.0,0.0,0.0,4.0,10,0.0,Electricity,-1,81.0,0.0,42.0,0.0,34662,True,0.0
256,2016,Ford,Fusion Energi Plug-in Hybrid,4.352548909,2.0,94.0,0.0,34.0,0.0,-1.0,87.0,37.0,0.0,0.0,4.0,10,0.0,Electricity,-1,81.0,0.0,41.0,0.0,36248,True,0.0
257,2016,Ford,C-MAX Energi Plug-in Hybrid,4.352996461,2.0,94.0,0.0,34.0,0.0,-1.0,87.0,37.0,0.0,0.0,4.0,10,0.0,Electricity,-1,81.0,0.0,42.0,0.0,36932,True,0.0
258,2016,Mercedes-Benz,C350e,7.066372859,1.0,45.0,0.0,57.0,0.0,-1.0,51.0,56.0,0.0,0.0,4.0,8,0.0,Electricity,-1,61.0,0.0,55.0,0.0,38499,True,0.0
259,2018,Kia,Optima Plug-in Hybrid,3.224983201,2.0,102.0,0.0,33.0,0.0,-1.0,103.0,33.0,0.0,0.0,4.0,10,0.0,Electricity,-1,104.0,0.0,32.0,0.0,39783,True,0.0
260,2019,Volvo,S90 AWD PHEV,5.48840372,3.0,73.0,0.0,46.0,0.0,-1.0,74.0,45.0,0.0,0.0,4.0,9,0.0,Electricity,-1,75.0,0.0,43.0,0.0,40405,True,0.0
261,2019,Hyundai,Sonata Plug-in Hybrid,3.367685583,2.0,98.0,0.0,34.0,0.0,-1.0,99.0,34.0,0.0,0.0,4.0,10,0.0,Electricity,-1,99.0,0.0,34.0,0.0,41144,True,0.0
262,2020,Volvo,S60 AWD PHEV,5.101057673,3.0,74.0,0.0,46.0,0.0,-1.0,73.0,47.0,0.0,0.0,4.0,9,0.0,Electricity,-1,71.0,0.0,48.0,0.0,41944,True,0.0
263,2020,Volvo,S90 AWD PHEV,5.361377095,3.0,60.0,0.0,51.0,0.0,-1.0,63.0,50.0,0.0,0.0,4.0,9,0.0,Electricity,-1,67.0,0.0,50.0,0.0,41945,True,0.0
264,2021,Volvo,S90 AWD PHEV,5.361377095,3.0,60.0,0.0,51.0,0.0,-1.0,63.0,50.0,0.0,0.0,4.0,8,0.0,Electricity,-1,67.0,0.0,50.0,0.0,42984,True,0.0
265,2021,MINI,Cooper SE Countryman All4,5.839945153,2.0,73.0,0.0,45.0,0.0,-1.0,72.0,46.0,0.0,0.0,3.0,8,0.0,Electricity,-1,71.0,0.0,47.0,0.0,43143,True,0.0
266,2021,Volvo,S60 AWD PHEV,5.101057673,3.0,74.0,0.0,46.0,0.0,-1.0,73.0,47.0,0.0,0.0,4.0,8,0.0,Electricity,-1,71.0,0.0,48.0,0.0,43408,True,0.0
267,2022,Volvo,V60 T8 AWD Recharge,5.101057673,3.0,74.0,0.0,46.0,0.0,-1.0,73.0,47.0,0.0,0.0,4.0,8,0.0,Electricity,-1,71.0,0.0,48.0,0.0,44363,True,0.0
268,2022,BMW,530e Sedan,6.076759944,3.0,58.0,0.0,50.0,0.0,-1.0,64.0,49.0,0.0,0.0,4.0,8,0.0,Electricity,-1,72.0,0.0,48.0,0.0,45117,True,0.0
269,2022,Volvo,V60 T8 AWD Recharge ext. Range,3.105868678,5.0,77.0,0.0,44.0,0.0,-1.0,77.0,44.0,0.0,0.0,4.0,9,0.0,Electricity,-1,77.0,0.0,44.0,0.0,45199,True,0.0
270,2022,Bentley,Flying Spur Hybrid,8.391211325,3.0,43.0,0.0,79.0,0.0,-1.0,45.0,74.0,0.0,0.0,6.0,5,0.0,Electricity,-1,49.0,0.0,68.0,0.0,45287,True,0.0
271,2023,MINI,Cooper SE Countryman All4,5.839945153,2.0,73.0,0.0,45.0,0.0,-1.0,72.0,46.0,0.0,0.0,3.0,7,0.0,Electricity,-1,71.0,0.0,47.0,0.0,45331,True,0.0
272,2011,Chevrolet,Volt,2.977029546,4.0,0.0,0.0,36.0,0.0,-1.0,0.0,36.0,0.0,0.0,4.0,-1,750.0,Electricity,-1,0.0,0.0,37.0,0.0,30980,False,0.0
273,2013,Chevrolet,Volt,2.722388711,4.0,101.0,0.0,33.0,0.0,-1.0,97.0,35.0,0.0,0.0,4.0,10,750.0,Electricity,-1,93.0,0.0,36.0,0.0,32655,False,0.0
274,2015,Chevrolet,Volt,2.722388711,4.0,101.0,0.0,33.0,0.0,-1.0,97.0,35.0,0.0,0.0,4.0,10,750.0,Electricity,-1,93.0,0.0,36.0,0.0,35246,False,0.0
275,2017,Chevrolet,Volt,1.739975182,4.0,113.0,0.0,29.0,0.0,-1.0,106.0,31.0,0.0,0.0,4.0,10,650.0,Electricity,-1,99.0,0.0,34.0,0.0,37309,False,0.0
