Name,Measure,Measure Info,Geo Type Name,Geo Place Name,Data Value,Stations,Final Date
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Bronx,14.08,Winter,2009
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Bronx,9.58,Summer,2017
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Staten Island,6.58,Summer,2020
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,6.06,Annual,2020
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,7.43,Winter,2020
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,6.95,Summer,2020
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Manhattan,9.44,Summer,2019
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Manhattan,9.33,Winter,2019
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Queens,6.47,Annual,2019
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Queens,7.72,Summer,2019
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,10.1,Annual,2011
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Queens,7.14,Winter,2019
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Staten Island,5.92,Annual,2019
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Staten Island,7.38,Summer,2019
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Staten Island,6.5,Winter,2019
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Staten Island,6.66,Winter,2020
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,6.6,Annual,2019
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,7.93,Summer,2019
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,7.25,Winter,2019
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,12.89,Winter,2009
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,9.86,Winter,2010
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,12.56,Winter,2011
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,9.15,Winter,2012
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,10.35,Winter,2013
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,11.83,Summer,2010
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,11.46,Summer,2011
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,10.31,Summer,2012
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,10.15,Summer,2013
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,10.43,Annual,2009
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,8.95,Annual,2012
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,10.7,Summer,2009
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Staten Island,5.54,Annual,2020
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,9.54,Annual,2010
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Queens,7.55,Winter,2020
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,New York City,8.63,Annual,2013
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Queens,6.87,Summer,2020
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Bronx,7.46,Winter,2019
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Manhattan,9.13,Winter,2020
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Manhattan,7.16,Annual,2020
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Bronx,7.99,Summer,2019
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Brooklyn,7.62,Winter,2020
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Brooklyn,6.12,Annual,2020
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Brooklyn,6.94,Summer,2020
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Bronx,7.02,Winter,2020
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Bronx,6.11,Annual,2020
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Brooklyn,6.66,Annual,2019
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Brooklyn,8.19,Summer,2019
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Brooklyn,7.29,Winter,2019
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Manhattan,8.31,Annual,2019
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Manhattan,7.8,Summer,2020
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Queens,6.06,Annual,2020
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Bronx,7.24,Summer,2020
Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,Bronx,6.91,Annual,2019
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,16.0,Annual,2020
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,25.56,Winter,2020
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,10.82,Summer,2020
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,8.23,Summer,2018
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,12.92,Annual,2018
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,23.47,Winter,2018
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,20.42,Winter,2019
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,17.18,Annual,2018
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,28.62,Winter,2018
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,19.67,Summer,2018
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,23.43,Annual,2018
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,11.92,Annual,2019
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,13.16,Summer,2020
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,13.06,Summer,2019
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,12.52,Summer,2018
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,23.04,Winter,2020
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,9.84,Summer,2019
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,18.92,Winter,2018
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,18.89,Annual,2014
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,13.91,Summer,2014
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,26.31,Winter,2014
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,25.87,Winter,2014
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,27.78,Winter,2014
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,32.41,Winter,2014
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,26.84,Winter,2014
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,21.79,Winter,2014
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,14.54,Summer,2014
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,13.66,Summer,2014
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,9.26,Summer,2014
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,19.8,Annual,2014
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,19.95,Annual,2014
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,26.7,Annual,2014
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,18.93,Annual,2014
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,14.18,Annual,2014
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,20.34,Winter,2019
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,12.98,Summer,2019
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,15.59,Annual,2019
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,16.15,Winter,2019
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,23.06,Winter,2018
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,12.32,Summer,2018
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,17.0,Annual,2018
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,17.1,Annual,2020
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,15.75,Summer,2014
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,17.77,Annual,2017
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,12.54,Summer,2018
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,22.98,Winter,2020
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,15.17,Annual,2020
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,7.83,Summer,2020
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,17.87,Winter,2020
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,11.63,Annual,2020
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,10.0,Summer,2020
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,10.61,Summer,2020
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,22.86,Winter,2020
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,15.97,Summer,2020
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,29.31,Winter,2020
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,14.97,Summer,2017
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,19.35,Annual,2017
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,26.37,Winter,2017
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,13.44,Summer,2017
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,14.82,Annual,2020
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,22.28,Winter,2016
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,14.92,Summer,2016
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,18.42,Annual,2016
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,17.58,Annual,2016
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,13.2,Summer,2016
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,22.12,Winter,2016
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,13.47,Annual,2016
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,9.17,Summer,2016
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,18.07,Winter,2016
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,17.65,Annual,2016
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,13.08,Summer,2016
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,22.45,Winter,2016
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,24.35,Annual,2016
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,20.56,Summer,2016
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,27.51,Winter,2016
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,18.48,Annual,2016
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,13.62,Summer,2016
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,23.38,Winter,2016
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,18.46,Annual,2017
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,24.01,Winter,2018
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,24.74,Winter,2017
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,24.55,Annual,2017
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,14.09,Summer,2015
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,19.29,Annual,2015
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,23.92,Winter,2015
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,15.96,Summer,2015
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,19.97,Annual,2015
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,20.54,Annual,2020
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,25.26,Winter,2015
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,18.72,Winter,2017
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,15.66,Annual,2019
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,24.12,Winter,2017
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,17.73,Annual,2018
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,13.62,Summer,2018
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,23.57,Winter,2018
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,17.83,Annual,2018
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,13.4,Summer,2017
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,25.18,Annual,2015
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,21.25,Summer,2015
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,28.69,Winter,2015
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,29.74,Winter,2017
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,13.42,Summer,2017
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,17.85,Annual,2017
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,24.83,Winter,2017
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,9.45,Summer,2017
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,13.37,Annual,2017
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,23.7404,Winter,2015
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,13.5728,Summer,2015
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,18.396,Annual,2015
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,19.75,Winter,2015
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,8.85,Summer,2015
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,13.72,Annual,2015
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,23.93,Winter,2015
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,13.47,Summer,2015
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,18.51,Annual,2015
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,21.33,Summer,2017
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,26.02,Winter,2019
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,22.69,Summer,2014
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,30.96,Annual,2011
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,21.58,Annual,2011
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,21.11,Annual,2010
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,22.72,Annual,2009
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,15.2,Summer,2013
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,15.77,Summer,2012
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,17.14,Summer,2011
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,17.59,Summer,2010
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,18.9,Summer,2009
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,23.47,Winter,2013
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,22.54,Winter,2012
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,28.07,Winter,2011
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,24.77,Winter,2010
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,19.58,Annual,2012
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,15.84,Summer,2012
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,16.27,Summer,2012
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,17.02,Summer,2012
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,11.57,Summer,2011
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,17.04,Summer,2011
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,27.92,Winter,2009
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,27.72,Summer,2011
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,18.14,Summer,2011
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,18.31,Summer,2011
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,12.03,Summer,2010
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,17.42,Summer,2010
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,28.52,Summer,2010
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,18.23,Summer,2010
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,25.83,Summer,2012
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,19.42,Summer,2010
Nitrogen Dioxide (NO2),Mean,ppb,Citywide,New York City,18.83,Annual,2013
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,18.71,Annual,2013
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,22.73,Annual,2011
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,15.35,Annual,2010
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,21.01,Annual,2010
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,30.58,Annual,2010
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,22.7,Annual,2010
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,16.17,Annual,2011
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,22.16,Annual,2010
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,16.84,Annual,2009
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,22.19,Annual,2009
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,33.89,Annual,2009
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,24.11,Annual,2009
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,24.52,Annual,2009
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,13.8,Annual,2013
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,10.01,Summer,2013
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,24.71,Summer,2013
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,15.75,Summer,2013
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,15.91,Summer,2013
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,10.64,Summer,2012
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,20.99,Annual,2012
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,20.56,Annual,2012
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,28.74,Annual,2012
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,19.41,Annual,2012
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,14.54,Annual,2012
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,19.86,Annual,2013
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,19.92,Annual,2013
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,28.02,Annual,2013
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,15.6,Summer,2013
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,13.19,Summer,2009
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,18.15,Summer,2009
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,30.87,Summer,2009
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,16.01,Annual,2019
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,13.14,Summer,2019
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,20.89,Winter,2019
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,27.17,Winter,2010
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,16.53,Annual,2019
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,13.4,Summer,2019
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,21.79,Winter,2019
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,21.71,Annual,2019
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,21.47,Annual,2011
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,24.39,Winter,2010
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,21.63,Winter,2009
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,27.86,Winter,2009
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,38.35,Winter,2009
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,29.43,Winter,2009
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,29.29,Winter,2009
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,32.17,Winter,2010
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,25.02,Winter,2010
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,19.7,Summer,2019
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,28.19,Winter,2011
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,19.14,Winter,2010
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,20.14,Summer,2009
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,20.83,Summer,2009
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,19.13,Winter,2013
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,22.84,Winter,2013
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,31.61,Winter,2013
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,25.3,Winter,2013
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,24.03,Winter,2013
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,22.84,Annual,2011
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,22.62,Winter,2012
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,30.21,Winter,2012
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,23.5,Winter,2012
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Bronx,23.48,Winter,2012
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,23.08,Winter,2011
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Queens,28.32,Winter,2011
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Manhattan,35.38,Winter,2011
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Staten Island,17.93,Winter,2012
Nitrogen Dioxide (NO2),Mean,ppb,Borough,Brooklyn,29.66,Winter,2011
O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Citywide,New York City,54.1,Annual,2014
O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Bronx,177.5,Annual,2017
O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Brooklyn,87.3,Annual,2017
O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Staten Island,52.0,Annual,2017
O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Queens,67.3,Annual,2017
O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Staten Island,37.9,Annual,2014
O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Citywide,New York City,101.9,Annual,2017
O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Bronx,87.6,Annual,2017
O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Manhattan,113.3,Annual,2017
O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Queens,30.3,Annual,2014
O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Citywide,New York City,118.8,Annual,2014
O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Brooklyn,58.8,Annual,2014
O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Bronx,102.8,Annual,2014
